id,offerer,recipient,price,transactionHash,blockTimestamp,price_eth
0x000066d078b4897feb4e07b28bd05b74c842b7ee290f79ed4655c95dc7b74309-201,0x5e5915e65b90f4ea4f6cb13ff161d10d7f31658d,0x36c72892fcc72b52fa3b82ed3bb2a467d9079b9a,3.287e+16,0x000066d078b4897feb4e07b28bd05b74c842b7ee290f79ed4655c95dc7b74309,2023-01-17 09:15:11,0.03287
0x00006735c5efc56a3375108b3401d87853abbdc6a8c52a9f95d5ae0e5f56c9f3-131,0x0e00e1560d06f227973d0c8753dd06ae2bc60b7c,0x30a537879aabd4f8a07a2eda37061ee0cc6d992a,1.2284055e+17,0x00006735c5efc56a3375108b3401d87853abbdc6a8c52a9f95d5ae0e5f56c9f3,2023-03-07 19:31:35,0.12284055
0x00006a256544335b1a8481d41a31ab9f8453e2a66d2f60b6373edcf1581ccecb-324,0x6669eaa1cee9520dcce64b73a71a32cca1d10557,0x79907bf43f674bce76a1f15f5e39fb4d857e2e4d,1.341e+17,0x00006a256544335b1a8481d41a31ab9f8453e2a66d2f60b6373edcf1581ccecb,2023-01-19 18:12:59,0.1341
0x00006a256544335b1a8481d41a31ab9f8453e2a66d2f60b6373edcf1581ccecb-325,0xfb84e38fa1db7e6a4764da8ffaa28d91cfce7cbd,0x79907bf43f674bce76a1f15f5e39fb4d857e2e4d,1.3455e+17,0x00006a256544335b1a8481d41a31ab9f8453e2a66d2f60b6373edcf1581ccecb,2023-01-19 18:12:59,0.13455
0x00006b43276ac5984042f07072b8cc6305b2b2993a8644193b98b18b5fd903ce-94,0xc439e08a6ba59c6f0dbe59e0db657ba39bcf4df7,0xaf33531fecd42fd9621b62b6cb372b72f0ad22a4,1.22121e+17,0x00006b43276ac5984042f07072b8cc6305b2b2993a8644193b98b18b5fd903ce,2022-07-10 18:00:20,0.122121
0x00006c386b9f51361105ec269a1bf2ae58bbd38c7c77549003ef4446e8df5778-46,0xe34c6417358359ee64a8c41c8a36853d1f46b5f3,0xb92721bb767b19a64ebfd6ad2ad82e32eb73b0f5,1.791e+17,0x00006c386b9f51361105ec269a1bf2ae58bbd38c7c77549003ef4446e8df5778,2022-08-12 05:42:26,0.1791
0x00007273d8d3163be6d1829bd39f8ebda654560a4855265a5028e7897456b01f-241,0x1b70da026407f8c3e5793ca1f487bf232c01b7f5,0x1096beadf56816c284124e80735149bf964b9214,876000000000000.0,0x00007273d8d3163be6d1829bd39f8ebda654560a4855265a5028e7897456b01f,2022-12-10 06:58:59,0.000876
0x00007285a5061aa65e7cd6820b55561027e4d0b28dc66ec25f29f458860472f9-102,0xa628ca6760fa229ec9d80e3bf7e488b3ba6d0ddb,0x488bca29538691dd89cf32f9ff4d49974a389f13,1.925e+16,0x00007285a5061aa65e7cd6820b55561027e4d0b28dc66ec25f29f458860472f9,2022-12-01 17:28:11,0.01925
0x000072cff02ffe68b670607a74d6d2a603ef827a0c664304bf07ff5778fbf9f0-287,0xfbf1893d3c2b94949b12fc461d42bdb7da428a8f,0x642a006dc5fc641da4f11491db1de5b9a156ac6c,2.944375e+17,0x000072cff02ffe68b670607a74d6d2a603ef827a0c664304bf07ff5778fbf9f0,2022-07-10 13:26:26,0.2944375
0x0000733d7393daa93f75adb3622b785077131f6adf1ddb9d5aaaff58da6c52e4-405,0x5ff931137bf2cd03aaa4644e01842bc0d2c63a09,0xc6371fae52199704312d115bcdfd1bca9f05329c,4410000000000000.0,0x0000733d7393daa93f75adb3622b785077131f6adf1ddb9d5aaaff58da6c52e4,2022-09-08 07:42:20,0.00441
0x0000733d7393daa93f75adb3622b785077131f6adf1ddb9d5aaaff58da6c52e4-406,0x45c5007a3813c26c190f800a241008fb06a45d71,0xc6371fae52199704312d115bcdfd1bca9f05329c,4500000000000000.0,0x0000733d7393daa93f75adb3622b785077131f6adf1ddb9d5aaaff58da6c52e4,2022-09-08 07:42:20,0.0045
0x0000733d7393daa93f75adb3622b785077131f6adf1ddb9d5aaaff58da6c52e4-407,0xcbd678974d86a5e5d1cb164949fb6f5f23c1d61a,0xc6371fae52199704312d115bcdfd1bca9f05329c,4500000000000000.0,0x0000733d7393daa93f75adb3622b785077131f6adf1ddb9d5aaaff58da6c52e4,2022-09-08 07:42:20,0.0045
0x0000733d7393daa93f75adb3622b785077131f6adf1ddb9d5aaaff58da6c52e4-408,0x7720b08e020a5d9c259e97ec34aff30fa90a48a9,0xc6371fae52199704312d115bcdfd1bca9f05329c,4500000000000000.0,0x0000733d7393daa93f75adb3622b785077131f6adf1ddb9d5aaaff58da6c52e4,2022-09-08 07:42:20,0.0045
